stage,n_nodes,n_episodes,support_coverage,caliper_minutes,kendall_tau_b,median_rank_displacement,p90_rank_displacement,share_rank_displacement_ge_030,spearman_rho,share_signed_ge_030,share_signed_le_minus030,delay_boundary_tie_count,consequence_boundary_tie_count,top10_overlap,status,heterogeneity_status,candidate_pairs,balanced_episode_pairs,matched_episodes,match_coverage,median_consequence_priority_percentile_gap,p90_consequence_priority_percentile_gap,delay_boundary_tie_fraction,consequence_boundary_tie_fraction,replicate
POST_OB_PRE_TO,16,8,1.0,5.0,0.9272727272727272,0.0,0.0625,0.0,0.96996996996997,0.0,0.0,2,2,0.5,PASS,PASS,106,82,8,1.0,0.34375,0.71875,0.125,0.125,31
PRE_IB,81,9,1.0,5.0,0.9294265910523,0.012345679012345734,0.061728395061728336,0.012345679012345678,0.9639890135973688,0.012345679012345678,0.0,3,3,0.7777777777777778,PASS,PASS,1019,65,9,1.0,0.32098765432098764,0.5246913580246914,0.037037037037037035,0.037037037037037035,32
POST_IB_PRE_OB,370,9,1.0,5.0,0.9520708058279548,0.0,0.05945945945945952,0.0,0.9921623127645176,0.0,0.0,3,3,0.7297297297297297,PASS,PASS,36425,65,9,1.0,0.2243243243243243,0.6094594594594595,0.008108108108108109,0.008108108108108109,32
POST_OB_PRE_TO,15,9,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,97,84,9,1.0,0.3166666666666667,0.5666666666666667,0.06666666666666667,0.06666666666666667,32
PRE_IB,62,9,1.0,5.0,0.8188638799571274,0.08064516129032251,0.22580645161290325,0.0,0.9210705375368563,0.0,0.0,2,2,0.7142857142857143,PASS,PASS,995,56,9,1.0,0.2701612903225806,0.5967741935483871,0.03225806451612903,0.03225806451612903,33
POST_IB_PRE_OB,262,9,1.0,5.0,0.9765845070422535,0.0,0.03053435114503821,0.0,0.9978774081425184,0.0,0.0,2,2,0.8518518518518519,PASS,PASS,19250,56,9,1.0,0.22137404580152675,0.5286259541984732,0.007633587786259542,0.007633587786259542,33
POST_OB_PRE_TO,16,9,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,2,2,1.0,PASS,PASS,109,85,9,1.0,0.28125,0.625,0.125,0.125,33
PRE_IB,41,10,1.0,5.0,0.8089330024813896,0.09756097560975607,0.1707317073170732,0.0,0.919239490668062,0.0,0.0,1,1,1.0,PASS,PASS,307,48,10,1.0,0.1951219512195122,0.3524390243902441,0.024390243902439025,0.024390243902439025,34
POST_IB_PRE_OB,213,10,1.0,5.0,0.8505925695769897,0.03286384976525819,0.19061032863849775,0.0,0.9553770067338707,0.0,0.0,2,2,0.6363636363636364,PASS,PASS,10685,48,10,1.0,0.21126760563380276,0.5093896713615023,0.009389671361502348,0.009389671361502348,34
POST_OB_PRE_TO,16,10,1.0,5.0,0.927927927927928,0.0,0.0625,0.0,0.9700149925037481,0.0,0.0,2,2,0.5,PASS,PASS,111,87,10,1.0,0.3125,0.6875,0.125,0.125,34
PRE_IB,23,8,1.0,5.0,0.8760330578512396,0.04347826086956519,0.08695652173913049,0.043478260869565216,0.945273631840796,0.043478260869565216,0.0,1,1,0.6666666666666666,PASS,PASS,129,61,8,1.0,0.26086956521739124,0.4130434782608695,0.043478260869565216,0.043478260869565216,35
POST_IB_PRE_OB,281,8,1.0,5.0,0.6651279043076843,0.12455516014234874,0.2811387900355872,0.042704626334519574,0.8391719211252492,0.010676156583629894,0.03202846975088968,2,1,0.7931034482758621,PASS,PASS,22725,61,8,1.0,0.29359430604982206,0.5266903914590748,0.0071174377224199285,0.0035587188612099642,35
POST_OB_PRE_TO,16,8,1.0,5.0,0.9821428571428571,0.0,0.03125,0.0,0.9970149253731345,0.0,0.0,1,1,0.5,PASS,PASS,110,83,8,1.0,0.3125,0.65625,0.0625,0.0625,35
PRE_IB,61,8,1.0,5.0,0.925638179800222,0.016393442622950838,0.04918032786885246,0.01639344262295082,0.957874682472481,0.01639344262295082,0.0,1,1,0.8571428571428571,PASS,PASS,872,57,7,0.875,0.3442622950819672,0.740983606557377,0.01639344262295082,0.01639344262295082,36
POST_IB_PRE_OB,405,8,1.0,5.0,0.9368606745151847,0.004938271604938274,0.07901234567901239,0.0,0.9882595207361934,0.0,0.0,1,1,0.8780487804878049,PASS,PASS,56918,57,7,0.875,0.32098765432098764,0.6790123456790124,0.0024691358024691358,0.0024691358024691358,36
POST_OB_PRE_TO,15,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,8,1.0,0.3666666666666667,0.6333333333333334,0.06666666666666667,0.06666666666666667,36
PRE_IB,63,9,1.0,5.0,0.947067981318111,0.015873015873015817,0.047619047619047616,0.015873015873015872,0.9695463169776882,0.015873015873015872,0.0,3,3,1.0,PASS,PASS,680,43,9,1.0,0.33333333333333337,0.4444444444444444,0.047619047619047616,0.047619047619047616,37
POST_IB_PRE_OB,250,9,1.0,5.0,0.9811083529449692,0.0,0.020000000000000018,0.0,0.9975676023371602,0.0,0.0,2,2,1.0,PASS,PASS,15538,43,9,1.0,0.20599999999999996,0.6016000000000004,0.008,0.008,37
POST_OB_PRE_TO,14,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,85,85,9,1.0,0.3214285714285714,0.6428571428571428,0.14285714285714285,0.14285714285714285,37
PRE_IB,59,10,1.0,5.0,0.8277286135693217,0.06779661016949146,0.16271186440678007,0.01694915254237288,0.9203555347640489,0.01694915254237288,0.0,1,2,0.8333333333333334,PASS,PASS,737,52,10,1.0,0.1694915254237288,0.5067796610169489,0.01694915254237288,0.03389830508474576,38
POST_IB_PRE_OB,264,10,1.0,5.0,0.9412189277362358,0.015151515151515138,0.06439393939393939,0.0,0.9891263230118623,0.0,0.0,2,2,0.8518518518518519,PASS,PASS,19950,52,10,1.0,0.17424242424242425,0.46875,0.007575757575757576,0.007575757575757576,38
POST_OB_PRE_TO,17,10,1.0,5.0,0.9069767441860466,0.0,0.11764705882352944,0.0,0.9628712871287128,0.0,0.0,2,1,0.5,PASS,PASS,125,86,10,1.0,0.32352941176470584,0.6470588235294117,0.11764705882352941,0.058823529411764705,38
PRE_IB,77,9,1.0,5.0,0.852107809260539,0.051948051948051965,0.0961038961038962,0.06493506493506493,0.9073431171427068,0.06493506493506493,0.0,2,2,0.875,PASS,PASS,1111,59,9,1.0,0.2662337662337662,0.5883116883116885,0.025974025974025976,0.025974025974025976,39
POST_IB_PRE_OB,299,9,1.0,5.0,0.9832068973279607,0.0,0.026755852842809347,0.0,0.9984632900049654,0.0,0.0,2,2,0.8666666666666667,PASS,PASS,22007,59,9,1.0,0.23745819397993317,0.5331103678929767,0.006688963210702341,0.006688963210702341,39
POST_OB_PRE_TO,16,9,1.0,5.0,0.9285714285714285,0.0,0.0625,0.0,0.9701937406855439,0.0,0.0,2,2,0.5,PASS,PASS,110,86,9,1.0,0.3125,0.71875,0.125,0.125,39
PRE_IB,51,10,1.0,5.0,0.9605367008681928,0.0,0.05882352941176472,0.0,0.9942060474379866,0.0,0.0,2,2,1.0,PASS,PASS,422,45,10,1.0,0.11764705882352944,0.45294117647058835,0.0392156862745098,0.0392156862745098,40
POST_IB_PRE_OB,319,10,1.0,5.0,0.9279859369136265,0.012539184952978122,0.06457680250783689,0.0,0.9866772591064052,0.0,0.0,1,2,0.90625,PASS,PASS,26725,45,10,1.0,0.2210031347962383,0.6159874608150471,0.003134796238244514,0.006269592476489028,40
POST_OB_PRE_TO,15,10,1.0,5.0,0.9166666666666669,0.0,0.1333333333333333,0.0,0.9707495429616089,0.0,0.0,1,2,0.0,PASS,PASS,100,87,10,1.0,0.33333333333333337,0.6666666666666667,0.06666666666666667,0.13333333333333333,40
PRE_IB,74,8,1.0,5.0,0.9312429165092558,0.013513513513513542,0.06756756756756765,0.013513513513513514,0.9737290774043381,0.013513513513513514,0.0,4,4,0.5,PASS,PASS,600,37,8,1.0,0.30405405405405406,0.5945945945945946,0.05405405405405406,0.05405405405405406,41
POST_IB_PRE_OB,448,8,1.0,5.0,0.9366894659362888,0.008928571428571397,0.07589285714285712,0.0,0.9890867671412795,0.0,0.0,4,1,0.8222222222222222,PASS,PASS,47659,37,8,1.0,0.2845982142857143,0.534375,0.008928571428571428,0.002232142857142857,41
POST_OB_PRE_TO,19,8,1.0,5.0,0.9480519480519479,0.0,0.05263157894736836,0.0,0.9820466786355475,0.0,0.0,4,1,0.5,PASS,PASS,139,82,8,1.0,0.31578947368421056,0.6052631578947368,0.21052631578947367,0.05263157894736842,41
PRE_IB,50,9,1.0,5.0,0.9521056977704379,0.0,0.04200000000000005,0.02,0.9824106113033448,0.02,0.0,2,2,1.0,PASS,PASS,447,36,9,1.0,0.165,0.39,0.04,0.04,42
POST_IB_PRE_OB,248,9,1.0,5.0,0.9343779646046648,0.0040322580645161255,0.07177419354838731,0.0,0.9856430720426996,0.0,0.0,3,3,1.0,PASS,PASS,17803,36,9,1.0,0.25,0.5544354838709677,0.012096774193548387,0.012096774193548387,42
POST_OB_PRE_TO,14,9,1.0,5.0,0.9999999999999998,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,2,2,1.0,PASS,PASS,84,84,9,1.0,0.3571428571428571,0.75,0.14285714285714285,0.14285714285714285,42
PRE_IB,44,8,1.0,5.0,0.9140022050716649,0.02272727272727272,0.08409090909090908,0.0,0.9731087679569742,0.0,0.0,2,1,0.6,PASS,PASS,348,51,8,1.0,0.2727272727272727,0.5681818181818181,0.045454545454545456,0.022727272727272728,43
POST_IB_PRE_OB,243,8,1.0,5.0,0.8871061544250968,0.03292181069958844,0.12016460905349835,0.024691358024691357,0.9538329901287564,0.024691358024691357,0.0,2,1,0.84,PASS,PASS,15358,51,8,1.0,0.3004115226337448,0.5102880658436214,0.00823045267489712,0.00411522633744856,43
POST_OB_PRE_TO,17,8,1.0,5.0,0.9682539682539681,0.0,0.05882352941176472,0.0,0.9925187032418951,0.0,0.0,2,1,0.5,PASS,PASS,121,82,8,1.0,0.3235294117647059,0.6470588235294117,0.11764705882352941,0.058823529411764705,43
PRE_IB,80,7,1.0,5.0,0.9858064516129034,0.0,0.024999999999999998,0.0,0.9985686966927507,0.0,0.0,4,4,1.0,PASS,PASS,712,36,7,1.0,0.28125,0.59375,0.05,0.05,44
POST_IB_PRE_OB,336,7,1.0,5.0,0.9798916143753565,0.0,0.029761904761904767,0.0,0.9982549505811876,0.0,0.0,1,1,0.9705882352941176,PASS,PASS,27296,36,7,1.0,0.2976190476190476,0.6279761904761906,0.002976190476190476,0.002976190476190476,44
POST_OB_PRE_TO,15,7,1.0,5.0,0.8260869565217392,0.0,0.21333333333333335,0.0,0.9112754158964882,0.0,0.0,1,4,0.0,PASS,PASS,93,80,7,1.0,0.33333333333333337,0.7666666666666667,0.06666666666666667,0.26666666666666666,44
PRE_IB,54,10,1.0,5.0,0.8461538461538464,0.06481481481481483,0.0925925925925926,0.07407407407407407,0.929516762653038,0.07407407407407407,0.0,1,2,0.8333333333333334,PASS,PASS,570,54,10,1.0,0.18518518518518517,0.38888888888888884,0.018518518518518517,0.037037037037037035,45
POST_IB_PRE_OB,290,10,1.0,5.0,0.8662875439057609,0.04137931034482756,0.13103448275862067,0.0,0.9613257588897246,0.0,0.0,2,2,0.8620689655172413,PASS,PASS,24369,54,10,1.0,0.22241379310344833,0.4343103448275863,0.006896551724137931,0.006896551724137931,45
POST_OB_PRE_TO,17,10,1.0,5.0,0.9039999999999999,0.0,0.11764705882352944,0.0,0.9625,0.0,0.0,2,1,0.5,PASS,PASS,125,86,10,1.0,0.32352941176470584,0.6176470588235293,0.11764705882352941,0.058823529411764705,45
PRE_IB,87,9,1.0,5.0,0.7658589708684999,0.08045977011494254,0.15402298850574717,0.08045977011494253,0.7997409893477309,0.08045977011494253,0.0,2,2,0.5555555555555556,PASS,PASS,1741,61,8,0.8888888888888888,0.41954022988505746,0.5574712643678161,0.022988505747126436,0.022988505747126436,46
POST_IB_PRE_OB,356,9,1.0,5.0,0.9684819215860709,0.0,0.0365168539325843,0.0,0.9942805838682568,0.0,0.0,2,1,0.7777777777777778,PASS,PASS,36993,61,8,0.8888888888888888,0.3188202247191011,0.6601123595505618,0.0056179775280898875,0.0028089887640449437,46
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.33333333333333337,0.6000000000000001,0.06666666666666667,0.06666666666666667,46
PRE_IB,55,9,1.0,5.0,0.6994535519125683,0.12727272727272726,0.2909090909090909,0.01818181818181818,0.8280493969812954,0.01818181818181818,0.0,2,2,1.0,PASS,PASS,1041,59,8,0.8888888888888888,0.30000000000000004,0.5763636363636366,0.03636363636363636,0.03636363636363636,47
POST_IB_PRE_OB,255,9,1.0,5.0,0.8920743034055728,0.011764705882352955,0.1176470588235294,0.023529411764705882,0.9558784894337224,0.023529411764705882,0.0,2,2,0.9230769230769231,PASS,PASS,24091,59,8,0.8888888888888888,0.28431372549019607,0.5815686274509804,0.00784313725490196,0.00784313725490196,47
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.3666666666666667,0.6333333333333334,0.06666666666666667,0.06666666666666667,47
PRE_IB,53,10,1.0,5.0,0.8524470416362309,0.037735849056603876,0.17735849056603795,0.05660377358490566,0.9355489231265629,0.05660377358490566,0.0,2,2,1.0,PASS,PASS,454,40,10,1.0,0.12264150943396235,0.3509433962264151,0.03773584905660377,0.03773584905660377,48
POST_IB_PRE_OB,215,10,1.0,5.0,0.8908521194185742,0.037209302325581395,0.13488372093023254,0.0,0.9657809529386976,0.0,0.0,3,1,0.7272727272727273,PASS,PASS,11495,40,10,1.0,0.13604651162790699,0.3441860465116279,0.013953488372093023,0.004651162790697674,48
POST_OB_PRE_TO,16,10,1.0,5.0,0.9074074074074074,0.0,0.125,0.0,0.9665653495440728,0.0,0.0,1,1,0.5,PASS,PASS,113,86,10,1.0,0.28125,0.65625,0.0625,0.0625,48
PRE_IB,28,8,1.0,5.0,0.6311239193083574,0.0,0.4214285714285716,0.14285714285714285,0.7058331007535584,0.03571428571428571,0.10714285714285714,1,1,1.0,PASS,PASS,181,62,7,0.875,0.32142857142857145,0.4410714285714285,0.03571428571428571,0.03571428571428571,49
POST_IB_PRE_OB,214,8,1.0,5.0,0.5483130189012542,0.18224299065420557,0.29439252336448596,0.08878504672897196,0.7440423556730198,0.08878504672897196,0.0,2,1,0.36363636363636365,PASS,PASS,16351,62,7,0.875,0.3200934579439253,0.5887850467289719,0.009345794392523364,0.004672897196261682,49
POST_OB_PRE_TO,15,8,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1,1,1.0,PASS,PASS,88,75,8,1.0,0.30000000000000004,0.6200000000000002,0.06666666666666667,0.06666666666666667,49
PRE_IB,52,9,1.0,5.0,0.7068702290076335,0.11538461538461542,0.3076923076923077,0.1346153846153846,0.829196394241039,0.1346153846153846,0.0,3,2,0.6666666666666666,PASS,PASS,939,60,8,0.8888888888888888,0.26923076923076916,0.625,0.057692307692307696,0.038461538461538464,50
POST_IB_PRE_OB,239,9,1.0,5.0,0.830145478882666,0.016736401673640156,0.24016736401673655,0.02510460251046025,0.9202126560781074,0.02510460251046025,0.0,1,1,0.875,PASS,PASS,21542,60,8,0.8888888888888888,0.2364016736401674,0.5564853556485356,0.0041841004184100415,0.0041841004184100415,50
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,98,85,9,1.0,0.3,0.6333333333333333,0.06666666666666667,0.06666666666666667,50
PRE_IB,45,9,1.0,5.0,0.8317948717948719,0.0666666666666666,0.16888888888888895,0.06666666666666667,0.906181962129709,0.06666666666666667,0.0,4,4,1.0,PASS,PASS,681,66,8,0.8888888888888888,0.21111111111111114,0.5666666666666667,0.08888888888888889,0.08888888888888889,51
POST_IB_PRE_OB,269,9,1.0,5.0,0.8393563115986413,0.029739776951672847,0.23420074349442377,0.01858736059479554,0.9222135907964338,0.0,0.01858736059479554,4,4,0.8518518518518519,PASS,PASS,26808,66,8,0.8888888888888888,0.3066914498141263,0.5408921933085502,0.01486988847583643,0.01486988847583643,51
POST_OB_PRE_TO,16,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,107,83,9,1.0,0.34375,0.59375,0.125,0.125,51
PRE_IB,49,10,1.0,5.0,0.9211218229623139,0.020408163265306117,0.0857142857142858,0.0,0.9831158864159631,0.0,0.0,4,4,1.0,PASS,PASS,274,40,10,1.0,0.17346938775510207,0.2346938775510204,0.08163265306122448,0.08163265306122448,52
POST_IB_PRE_OB,192,10,1.0,5.0,0.8675351688652909,0.03125,0.1708333333333334,0.005208333333333333,0.9532944417079195,0.0,0.005208333333333333,4,4,1.0,PASS,PASS,7581,40,10,1.0,0.171875,0.39114583333333336,0.020833333333333332,0.020833333333333332,52
POST_OB_PRE_TO,17,10,1.0,5.0,0.7165354330708663,0.11764705882352944,0.25882352941176473,0.0,0.8132004981320049,0.0,0.0,2,1,0.5,PASS,PASS,123,84,10,1.0,0.38235294117647056,0.7058823529411764,0.11764705882352941,0.058823529411764705,52
PRE_IB,57,9,1.0,5.0,0.8575969485060396,0.052631578947368474,0.1754385964912281,0.0,0.9299315535082884,0.0,0.0,3,3,1.0,PASS,PASS,584,44,9,1.0,0.1710526315789474,0.3596491228070176,0.05263157894736842,0.05263157894736842,53
POST_IB_PRE_OB,383,9,1.0,5.0,0.8900197520026335,0.026109660574412497,0.12010443864229767,0.0,0.9701204463104138,0.0,0.0,1,1,0.9743589743589743,PASS,PASS,38819,44,9,1.0,0.2676240208877285,0.5792428198433425,0.0026109660574412533,0.0026109660574412533,53
POST_OB_PRE_TO,14,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,3,1.0,PASS,PASS,84,84,9,1.0,0.3214285714285715,0.7428571428571433,0.21428571428571427,0.21428571428571427,53
PRE_IB,65,8,1.0,5.0,0.841951219512195,0.061538461538461486,0.09230769230769231,0.06153846153846154,0.8826565199326468,0.06153846153846154,0.0,3,2,0.7142857142857143,PASS,PASS,974,74,8,1.0,0.3846153846153846,0.7592307692307693,0.046153846153846156,0.03076923076923077,54
POST_IB_PRE_OB,345,8,1.0,5.0,0.8821978467726941,0.005797101449275366,0.1855072463768116,0.0,0.9523219547335174,0.0,0.0,3,2,0.5428571428571428,PASS,PASS,39519,74,8,1.0,0.2630434782608696,0.6144927536231883,0.008695652173913044,0.005797101449275362,54
POST_OB_PRE_TO,17,8,1.0,5.0,0.9687499999999999,0.0,0.05882352941176472,0.0,0.992565055762082,0.0,0.0,2,2,1.0,PASS,PASS,123,84,8,1.0,0.32352941176470584,0.6470588235294118,0.11764705882352941,0.11764705882352941,54
PRE_IB,32,10,1.0,5.0,0.8028747433264887,0.0,0.25,0.0625,0.9092745638200184,0.0,0.0625,1,1,1.0,PASS,PASS,206,54,10,1.0,0.140625,0.390625,0.03125,0.03125,55
POST_IB_PRE_OB,342,10,1.0,5.0,0.7605602298731913,0.06140350877192985,0.21929824561403505,0.05263157894736842,0.9014349162196789,0.0,0.05263157894736842,1,3,0.8857142857142857,PASS,PASS,32410,54,10,1.0,0.29166666666666663,0.6213450292397664,0.0029239766081871343,0.008771929824561403,55
POST_OB_PRE_TO,18,10,1.0,5.0,0.9305555555555555,0.0,0.07222222222222226,0.0,0.974947807933194,0.0,0.0,3,3,1.0,PASS,PASS,135,86,10,1.0,0.3055555555555556,0.6666666666666667,0.16666666666666666,0.16666666666666666,55
PRE_IB,36,8,1.0,5.0,0.7030995106035889,0.055555555555555525,0.3194444444444444,0.1111111111111111,0.817290322580645,0.0,0.1111111111111111,1,1,1.0,PASS,PASS,416,75,8,1.0,0.22222222222222227,0.5,0.027777777777777776,0.027777777777777776,56
POST_IB_PRE_OB,235,8,1.0,5.0,0.8566007443625482,0.02978723404255318,0.15319148936170213,0.0,0.9591165278824503,0.0,0.0,1,1,0.9166666666666666,PASS,PASS,19362,75,8,1.0,0.34468085106382973,0.6404255319148936,0.00425531914893617,0.00425531914893617,56
POST_OB_PRE_TO,15,8,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,96,83,8,1.0,0.30000000000000004,0.6333333333333333,0.06666666666666667,0.06666666666666667,56
PRE_IB,34,10,1.0,5.0,0.8442028985507246,0.01470588235294118,0.25588235294117645,0.029411764705882353,0.9241126070991432,0.029411764705882353,0.0,1,1,1.0,PASS,PASS,314,62,10,1.0,0.27205882352941174,0.5588235294117647,0.029411764705882353,0.029411764705882353,57
POST_IB_PRE_OB,188,10,1.0,5.0,0.7767001369237791,0.04255319148936171,0.2143617021276597,0.05851063829787234,0.8853312912466,0.031914893617021274,0.026595744680851064,1,1,0.8947368421052632,PASS,PASS,12720,62,10,1.0,0.3111702127659574,0.5757978723404256,0.005319148936170213,0.005319148936170213,57
POST_OB_PRE_TO,15,10,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1,1,1.0,PASS,PASS,100,87,10,1.0,0.3333333333333333,0.6333333333333333,0.06666666666666667,0.06666666666666667,57
PRE_IB,79,8,1.0,5.0,0.8894009216589861,0.03797468354430389,0.07594936708860758,0.05063291139240506,0.9343327934137936,0.05063291139240506,0.0,3,3,1.0,PASS,PASS,974,54,8,1.0,0.139240506329114,0.5170886075949369,0.0379746835443038,0.0379746835443038,58
POST_IB_PRE_OB,382,8,1.0,5.0,0.9745963520141071,0.002617801047120406,0.028795811518324554,0.0,0.997057765173838,0.0,0.0,3,3,0.8974358974358975,PASS,PASS,38958,54,8,1.0,0.20549738219895286,0.5929319371727748,0.007853403141361256,0.007853403141361256,58
POST_OB_PRE_TO,17,8,1.0,5.0,0.9039999999999999,0.0,0.05882352941176472,0.058823529411764705,0.9476309226932667,0.058823529411764705,0.0,3,3,0.5,PASS,PASS,116,83,8,1.0,0.3235294117647059,0.7058823529411764,0.17647058823529413,0.17647058823529413,58
PRE_IB,54,11,1.0,5.0,0.7610681658468024,0.11111111111111112,0.2962962962962963,0.05555555555555555,0.8635757044267358,0.05555555555555555,0.0,2,2,1.0,PASS,PASS,829,54,11,1.0,0.30092592592592593,0.5648148148148148,0.037037037037037035,0.037037037037037035,59
POST_IB_PRE_OB,239,11,1.0,5.0,0.9289586707033725,0.012552301255230127,0.09288702928870296,0.0,0.9807783337618585,0.0,0.0,1,1,0.9166666666666666,PASS,PASS,20069,54,11,1.0,0.2405857740585774,0.5514644351464437,0.0041841004184100415,0.0041841004184100415,59
POST_OB_PRE_TO,15,11,1.0,5.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,1,1,1.0,PASS,PASS,101,88,11,1.0,0.31666666666666665,0.6333333333333334,0.06666666666666667,0.06666666666666667,59
PRE_IB,35,9,1.0,5.0,0.865748709122203,0.02857142857142858,0.1485714285714287,0.0,0.9472132528429031,0.0,0.0,1,1,1.0,PASS,PASS,398,75,9,1.0,0.30000000000000004,0.5285714285714287,0.02857142857142857,0.02857142857142857,60
POST_IB_PRE_OB,248,9,1.0,5.0,0.8875933446875409,0.020161290322580627,0.14516129032258074,0.0,0.9729772152117839,0.0,0.0,3,3,0.92,PASS,PASS,21822,75,9,1.0,0.25,0.5887096774193548,0.012096774193548387,0.012096774193548387,60
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,97,84,9,1.0,0.35,0.6666666666666667,0.06666666666666667,0.06666666666666667,60
PRE_IB,55,10,1.0,5.0,0.8805159538357096,0.036363636363636376,0.09090909090909086,0.07272727272727272,0.9442699873669012,0.07272727272727272,0.0,1,1,0.8333333333333334,PASS,PASS,735,56,10,1.0,0.2909090909090909,0.6409090909090909,0.01818181818181818,0.01818181818181818,61
POST_IB_PRE_OB,298,10,1.0,5.0,0.9398247719091712,0.010067114093959752,0.087248322147651,0.0,0.9894187595951159,0.0,0.0,1,1,1.0,PASS,PASS,28934,56,10,1.0,0.2701342281879195,0.7197986577181208,0.003355704697986577,0.003355704697986577,61
POST_OB_PRE_TO,15,10,1.0,5.0,0.9587628865979382,0.0,0.06666666666666665,0.0,0.9890909090909091,0.0,0.0,1,1,0.5,PASS,PASS,99,86,10,1.0,0.36666666666666664,0.6333333333333333,0.06666666666666667,0.06666666666666667,61
PRE_IB,44,9,1.0,5.0,0.900647948164147,0.022727272727272707,0.06818181818181816,0.045454545454545456,0.9485803079531006,0.045454545454545456,0.0,1,2,0.8,PASS,PASS,642,70,8,0.8888888888888888,0.375,0.75,0.022727272727272728,0.045454545454545456,62
POST_IB_PRE_OB,372,9,1.0,5.0,0.8737120518521749,0.021505376344086016,0.13172043010752688,0.0,0.9656547589006361,0.0,0.0,1,1,0.3684210526315789,PASS,PASS,51901,70,8,0.8888888888888888,0.3407258064516129,0.7634408602150538,0.002688172043010753,0.002688172043010753,62
POST_OB_PRE_TO,15,9,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0,PASS,PASS,96,83,9,1.0,0.30000000000000004,0.6666666666666666,0.06666666666666667,0.06666666666666667,62
PRE_IB,34,8,1.0,5.0,0.6739926739926739,0.014705882352941152,0.35294117647058826,0.14705882352941177,0.7943925233644861,0.08823529411764706,0.058823529411764705,1,1,1.0,PASS,PASS,335,70,7,0.875,0.22058823529411767,0.5735294117647058,0.029411764705882353,0.029411764705882353,63
POST_IB_PRE_OB,356,8,1.0,5.0,0.7532954292792936,0.06179775280898869,0.2303370786516853,0.0898876404494382,0.8833738222538385,0.042134831460674156,0.047752808988764044,3,3,0.8611111111111112,PASS,PASS,43388,70,7,0.875,0.3160112359550562,0.5842696629213484,0.008426966292134831,0.008426966292134831,63
POST_OB_PRE_TO,17,8,1.0,5.0,0.9999999999999999,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,3,3,1.0,PASS,PASS,116,83,8,1.0,0.29411764705882354,0.6470588235294117,0.17647058823529413,0.17647058823529413,63
PRE_IB,96,6,1.0,5.0,0.9006933571907849,0.04166666666666663,0.057291666666666685,0.041666666666666664,0.9231056414990598,0.041666666666666664,0.0,2,2,1.0,PASS,PASS,1742,51,5,0.8333333333333334,0.34375,0.7708333333333334,0.020833333333333332,0.020833333333333332,64
POST_IB_PRE_OB,372,6,1.0,5.0,0.9927450723307548,0.0,0.010752688172043015,0.0,0.9993253476942113,0.0,0.0,2,2,1.0,PASS,PASS,36639,51,5,0.8333333333333334,0.385752688172043,0.7580645161290323,0.005376344086021506,0.005376344086021506,64
POST_OB_PRE_TO,14,6,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,PASS,PASS,79,79,6,1.0,0.35714285714285715,0.7142857142857143,0.14285714285714285,0.14285714285714285,64
PRE_IB,48,10,1.0,5.0,0.7446428571428572,0.10416666666666663,0.27500000000000036,0.10416666666666667,0.851968503937008,0.10416666666666667,0.0,1,1,1.0,PASS,PASS,755,52,9,0.9,0.36458333333333337,0.59375,0.020833333333333332,0.020833333333333332,65
