H,seed,target,scope,lead_minutes,nominal,empirical_coverage,ace,width,n,status
16,20260816,D_TX,LEAD,240,0.8,0.363636,0.436364,3.229373,33,DEFINED
16,20260816,D_TX,LEAD,240,0.9,,,,33,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260816,D_TX,LEAD,300,0.5,0.368421,0.131579,2.05047,19,DEFINED
16,20260816,D_TX,LEAD,300,0.8,0.368421,0.431579,3.382043,19,DEFINED
16,20260816,D_TX,LEAD,300,0.9,,,,19,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260816,D_TX,OVERALL,,0.5,0.21676,0.28324,1.999123,895,DEFINED
16,20260816,D_TX,OVERALL,,0.8,0.287151,0.512849,3.17289,895,DEFINED
16,20260816,D_TX,OVERALL,,0.9,,,,895,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,T_IB_REMAINING_HAZARD,LEAD,0,0.5,0.108911,0.391089,2.376238,101,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,0,0.8,0.217822,0.582178,5.544554,101,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,0,0.9,0.346535,0.553465,8.861386,101,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,30,0.5,0.061538,0.438462,2.923077,65,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,30,0.8,0.123077,0.676923,6.0,65,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,30,0.9,0.246154,0.653846,9.230769,65,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,60,0.5,0.0,0.5,4.358974,39,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,60,0.8,0.0,0.8,5.641026,39,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,60,0.9,0.0,0.9,7.820513,39,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,120,0.5,0.0,0.5,0.0,12,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,120,0.8,0.0,0.8,0.833333,12,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,LEAD,120,0.9,0.0,0.9,1.666667,12,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,OVERALL,,0.5,0.069124,0.430876,2.764977,217,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,OVERALL,,0.8,0.138249,0.661751,5.437788,217,DEFINED
16,20260817,T_IB_REMAINING_HAZARD,OVERALL,,0.9,0.235023,0.664977,8.387097,217,DEFINED
16,20260817,D_OB,LEAD,0,0.5,0.231884,0.268116,1.903787,69,DEFINED
16,20260817,D_OB,LEAD,0,0.8,0.347826,0.452174,3.131856,69,DEFINED
16,20260817,D_OB,LEAD,0,0.9,,,,69,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_OB,LEAD,30,0.5,0.142259,0.357741,1.899617,239,DEFINED
16,20260817,D_OB,LEAD,30,0.8,0.205021,0.594979,3.119121,239,DEFINED
16,20260817,D_OB,LEAD,30,0.9,,,,239,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_OB,LEAD,60,0.5,0.159091,0.340909,1.870053,220,DEFINED
16,20260817,D_OB,LEAD,60,0.8,0.177273,0.622727,3.072452,220,DEFINED
16,20260817,D_OB,LEAD,60,0.9,,,,220,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_OB,LEAD,120,0.5,0.152778,0.347222,1.756896,72,DEFINED
16,20260817,D_OB,LEAD,120,0.8,0.152778,0.647222,2.928776,72,DEFINED
16,20260817,D_OB,LEAD,120,0.9,,,,72,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_OB,LEAD,180,0.5,0.0,0.5,1.921627,18,DEFINED
16,20260817,D_OB,LEAD,180,0.8,0.0,0.8,3.078435,18,DEFINED
16,20260817,D_OB,LEAD,180,0.9,,,,18,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_OB,LEAD,240,0.5,0.0,0.5,1.789695,12,DEFINED
16,20260817,D_OB,LEAD,240,0.8,0.0,0.8,3.073283,12,DEFINED
16,20260817,D_OB,LEAD,240,0.9,,,,12,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_OB,LEAD,300,0.5,0.0,0.5,1.71734,9,DEFINED
16,20260817,D_OB,LEAD,300,0.8,0.0,0.8,2.986747,9,DEFINED
16,20260817,D_OB,LEAD,300,0.9,,,,9,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_OB,OVERALL,,0.5,0.150235,0.349765,1.869796,639,DEFINED
16,20260817,D_OB,OVERALL,,0.8,0.192488,0.607512,3.07911,639,DEFINED
16,20260817,D_OB,OVERALL,,0.9,,,,639,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_TX,LEAD,0,0.5,0.340426,0.159574,2.069989,47,DEFINED
16,20260817,D_TX,LEAD,0,0.8,0.574468,0.225532,3.446727,47,DEFINED
16,20260817,D_TX,LEAD,0,0.9,,,,47,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_TX,LEAD,30,0.5,0.201389,0.298611,2.031772,288,DEFINED
16,20260817,D_TX,LEAD,30,0.8,0.322917,0.477083,3.375432,288,DEFINED
16,20260817,D_TX,LEAD,30,0.9,,,,288,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_TX,LEAD,60,0.5,0.156934,0.343066,1.991622,274,DEFINED
16,20260817,D_TX,LEAD,60,0.8,0.222628,0.577372,3.31209,274,DEFINED
16,20260817,D_TX,LEAD,60,0.9,,,,274,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_TX,LEAD,120,0.5,0.142857,0.357143,1.97968,147,DEFINED
16,20260817,D_TX,LEAD,120,0.8,0.238095,0.561905,3.317954,147,DEFINED
16,20260817,D_TX,LEAD,120,0.9,,,,147,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_TX,LEAD,180,0.5,0.272727,0.227273,2.077367,44,DEFINED
16,20260817,D_TX,LEAD,180,0.8,0.272727,0.527273,3.494188,44,DEFINED
16,20260817,D_TX,LEAD,180,0.9,,,,44,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_TX,LEAD,240,0.5,0.363636,0.136364,1.970068,33,DEFINED
16,20260817,D_TX,LEAD,240,0.8,0.363636,0.436364,3.415495,33,DEFINED
16,20260817,D_TX,LEAD,240,0.9,,,,33,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_TX,LEAD,300,0.5,0.368421,0.131579,1.842075,19,DEFINED
16,20260817,D_TX,LEAD,300,0.8,0.368421,0.431579,3.319789,19,DEFINED
16,20260817,D_TX,LEAD,300,0.9,,,,19,NOT_DEFINED_FROZEN_QUANTILE_GRID
16,20260817,D_TX,OVERALL,,0.5,0.201117,0.298883,2.005421,895,DEFINED
16,20260817,D_TX,OVERALL,,0.8,0.292737,0.507263,3.352683,895,DEFINED
16,20260817,D_TX,OVERALL,,0.9,,,,895,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,T_IB_REMAINING_HAZARD,LEAD,0,0.5,0.277228,0.222772,12.772277,101,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,0,0.8,0.712871,0.087129,26.633663,101,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,0,0.9,0.762376,0.137624,37.772277,101,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,30,0.5,0.4,0.1,12.923077,65,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,30,0.8,0.615385,0.184615,27.923077,65,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,30,0.9,0.8,0.1,38.923077,65,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,60,0.5,0.0,0.5,11.025641,39,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,60,0.8,0.025641,0.774359,22.692308,39,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,60,0.9,0.179487,0.720513,32.948718,39,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,120,0.5,0.0,0.5,17.5,12,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,120,0.8,0.0,0.8,25.416667,12,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,LEAD,120,0.9,0.0,0.9,31.666667,12,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,OVERALL,,0.5,0.248848,0.251152,12.764977,217,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,OVERALL,,0.8,0.520737,0.279263,26.24424,217,DEFINED
32,20260813,T_IB_REMAINING_HAZARD,OVERALL,,0.9,0.626728,0.273272,36.912442,217,DEFINED
32,20260813,D_OB,LEAD,0,0.5,0.231884,0.268116,2.131151,69,DEFINED
32,20260813,D_OB,LEAD,0,0.8,0.478261,0.321739,3.480866,69,DEFINED
32,20260813,D_OB,LEAD,0,0.9,,,,69,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_OB,LEAD,30,0.5,0.142259,0.357741,2.124538,239,DEFINED
32,20260813,D_OB,LEAD,30,0.8,0.280335,0.519665,3.464464,239,DEFINED
32,20260813,D_OB,LEAD,30,0.9,,,,239,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_OB,LEAD,60,0.5,0.159091,0.340909,2.120899,220,DEFINED
32,20260813,D_OB,LEAD,60,0.8,0.190909,0.609091,3.447973,220,DEFINED
32,20260813,D_OB,LEAD,60,0.9,,,,220,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_OB,LEAD,120,0.5,0.152778,0.347222,2.10421,72,DEFINED
32,20260813,D_OB,LEAD,120,0.8,0.152778,0.647222,3.412893,72,DEFINED
32,20260813,D_OB,LEAD,120,0.9,,,,72,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_OB,LEAD,180,0.5,0.0,0.5,2.091362,18,DEFINED
32,20260813,D_OB,LEAD,180,0.8,0.0,0.8,3.396141,18,DEFINED
32,20260813,D_OB,LEAD,180,0.9,,,,18,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_OB,LEAD,240,0.5,0.0,0.5,2.046638,12,DEFINED
32,20260813,D_OB,LEAD,240,0.8,0.0,0.8,3.267904,12,DEFINED
32,20260813,D_OB,LEAD,240,0.9,,,,12,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_OB,LEAD,300,0.5,0.0,0.5,2.010305,9,DEFINED
32,20260813,D_OB,LEAD,300,0.8,0.0,0.8,3.198486,9,DEFINED
32,20260813,D_OB,LEAD,300,0.9,,,,9,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_OB,OVERALL,,0.5,0.150235,0.349765,2.117702,639,DEFINED
32,20260813,D_OB,OVERALL,,0.8,0.239437,0.560563,3.445385,639,DEFINED
32,20260813,D_OB,OVERALL,,0.9,,,,639,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_TX,LEAD,0,0.5,0.382979,0.117021,2.435495,47,DEFINED
32,20260813,D_TX,LEAD,0,0.8,0.617021,0.182979,3.956581,47,DEFINED
32,20260813,D_TX,LEAD,0,0.9,,,,47,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_TX,LEAD,30,0.5,0.253472,0.246528,2.443983,288,DEFINED
32,20260813,D_TX,LEAD,30,0.8,0.402778,0.397222,3.966008,288,DEFINED
32,20260813,D_TX,LEAD,30,0.9,,,,288,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_TX,LEAD,60,0.5,0.189781,0.310219,2.445144,274,DEFINED
32,20260813,D_TX,LEAD,60,0.8,0.317518,0.482482,3.961512,274,DEFINED
32,20260813,D_TX,LEAD,60,0.9,,,,274,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_TX,LEAD,120,0.5,0.204082,0.295918,2.432437,147,DEFINED
32,20260813,D_TX,LEAD,120,0.8,0.285714,0.514286,3.933521,147,DEFINED
32,20260813,D_TX,LEAD,120,0.9,,,,147,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_TX,LEAD,180,0.5,0.272727,0.227273,2.416581,44,DEFINED
32,20260813,D_TX,LEAD,180,0.8,0.272727,0.527273,3.86972,44,DEFINED
32,20260813,D_TX,LEAD,180,0.9,,,,44,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_TX,LEAD,240,0.5,0.363636,0.136364,2.42463,33,DEFINED
32,20260813,D_TX,LEAD,240,0.8,0.363636,0.436364,3.872141,33,DEFINED
32,20260813,D_TX,LEAD,240,0.9,,,,33,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_TX,LEAD,300,0.5,0.368421,0.131579,2.427094,19,DEFINED
32,20260813,D_TX,LEAD,300,0.8,0.368421,0.431579,3.877678,19,DEFINED
32,20260813,D_TX,LEAD,300,0.9,,,,19,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260813,D_TX,OVERALL,,0.5,0.243575,0.256425,2.441187,895,DEFINED
32,20260813,D_TX,OVERALL,,0.8,0.357542,0.442458,3.952101,895,DEFINED
32,20260813,D_TX,OVERALL,,0.9,,,,895,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,T_IB_REMAINING_HAZARD,LEAD,0,0.5,0.455446,0.044554,15.39604,101,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,0,0.8,0.673267,0.126733,27.128713,101,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,0,0.9,0.752475,0.147525,39.80198,101,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,30,0.5,0.415385,0.084615,14.230769,65,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,30,0.8,0.615385,0.184615,24.384615,65,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,30,0.9,0.830769,0.069231,35.769231,65,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,60,0.5,0.0,0.5,11.794872,39,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,60,0.8,0.0,0.8,24.74359,39,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,60,0.9,0.051282,0.848718,33.461538,39,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,120,0.5,0.0,0.5,12.916667,12,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,120,0.8,0.0,0.8,27.083333,12,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,LEAD,120,0.9,0.0,0.9,35.0,12,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,OVERALL,,0.5,0.336406,0.163594,14.262673,217,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,OVERALL,,0.8,0.497696,0.302304,25.875576,217,DEFINED
32,20260814,T_IB_REMAINING_HAZARD,OVERALL,,0.9,0.608295,0.291705,37.18894,217,DEFINED
32,20260814,D_OB,LEAD,0,0.5,0.275362,0.224638,2.425604,69,DEFINED
32,20260814,D_OB,LEAD,0,0.8,0.347826,0.452174,3.675005,69,DEFINED
32,20260814,D_OB,LEAD,0,0.9,,,,69,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_OB,LEAD,30,0.5,0.16318,0.33682,2.404462,239,DEFINED
32,20260814,D_OB,LEAD,30,0.8,0.213389,0.586611,3.656356,239,DEFINED
32,20260814,D_OB,LEAD,30,0.9,,,,239,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_OB,LEAD,60,0.5,0.159091,0.340909,2.386894,220,DEFINED
32,20260814,D_OB,LEAD,60,0.8,0.177273,0.622727,3.649939,220,DEFINED
32,20260814,D_OB,LEAD,60,0.9,,,,220,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_OB,LEAD,120,0.5,0.152778,0.347222,2.35397,72,DEFINED
32,20260814,D_OB,LEAD,120,0.8,0.152778,0.647222,3.63507,72,DEFINED
32,20260814,D_OB,LEAD,120,0.9,,,,72,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_OB,LEAD,180,0.5,0.0,0.5,2.319062,18,DEFINED
32,20260814,D_OB,LEAD,180,0.8,0.0,0.8,3.665362,18,DEFINED
32,20260814,D_OB,LEAD,180,0.9,,,,18,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_OB,LEAD,240,0.5,0.0,0.5,2.270978,12,DEFINED
32,20260814,D_OB,LEAD,240,0.8,0.0,0.8,3.618812,12,DEFINED
32,20260814,D_OB,LEAD,240,0.9,,,,12,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_OB,LEAD,300,0.5,0.0,0.5,2.20354,9,DEFINED
32,20260814,D_OB,LEAD,300,0.8,0.0,0.8,3.527757,9,DEFINED
32,20260814,D_OB,LEAD,300,0.9,,,,9,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_OB,OVERALL,,0.5,0.162754,0.337246,2.387265,639,DEFINED
32,20260814,D_OB,OVERALL,,0.8,0.195618,0.604382,3.651499,639,DEFINED
32,20260814,D_OB,OVERALL,,0.9,,,,639,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_TX,LEAD,0,0.5,0.425532,0.074468,2.319073,47,DEFINED
32,20260814,D_TX,LEAD,0,0.8,0.702128,0.097872,3.910988,47,DEFINED
32,20260814,D_TX,LEAD,0,0.9,,,,47,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_TX,LEAD,30,0.5,0.253472,0.246528,2.338562,288,DEFINED
32,20260814,D_TX,LEAD,30,0.8,0.444444,0.355556,3.934908,288,DEFINED
32,20260814,D_TX,LEAD,30,0.9,,,,288,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_TX,LEAD,60,0.5,0.189781,0.310219,2.35157,274,DEFINED
32,20260814,D_TX,LEAD,60,0.8,0.310219,0.489781,3.958932,274,DEFINED
32,20260814,D_TX,LEAD,60,0.9,,,,274,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_TX,LEAD,120,0.5,0.210884,0.289116,2.354453,147,DEFINED
32,20260814,D_TX,LEAD,120,0.8,0.210884,0.589116,3.9512,147,DEFINED
32,20260814,D_TX,LEAD,120,0.9,,,,147,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_TX,LEAD,180,0.5,0.272727,0.227273,2.358706,44,DEFINED
32,20260814,D_TX,LEAD,180,0.8,0.272727,0.527273,3.933553,44,DEFINED
32,20260814,D_TX,LEAD,180,0.9,,,,44,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_TX,LEAD,240,0.5,0.363636,0.136364,2.366038,33,DEFINED
32,20260814,D_TX,LEAD,240,0.8,0.363636,0.436364,3.951886,33,DEFINED
32,20260814,D_TX,LEAD,240,0.9,,,,33,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_TX,LEAD,300,0.5,0.368421,0.131579,2.409994,19,DEFINED
32,20260814,D_TX,LEAD,300,0.8,0.368421,0.431579,3.982529,19,DEFINED
32,20260814,D_TX,LEAD,300,0.9,,,,19,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260814,D_TX,OVERALL,,0.5,0.246927,0.253073,2.344973,895,DEFINED
32,20260814,D_TX,OVERALL,,0.8,0.365363,0.434637,3.944756,895,DEFINED
32,20260814,D_TX,OVERALL,,0.9,,,,895,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,T_IB_REMAINING_HAZARD,LEAD,0,0.5,0.217822,0.282178,22.524752,101,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,0,0.8,0.475248,0.324752,41.435644,101,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,0,0.9,0.564356,0.335644,54.950495,101,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,30,0.5,0.615385,0.115385,22.307692,65,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,30,0.8,0.923077,0.123077,44.153846,65,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,30,0.9,0.984615,0.084615,55.307692,65,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,60,0.5,0.0,0.5,21.794872,39,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,60,0.8,0.25641,0.54359,39.615385,39,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,60,0.9,0.384615,0.515385,53.461538,39,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,120,0.5,0.0,0.5,8.75,12,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,120,0.8,0.0,0.8,27.083333,12,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,LEAD,120,0.9,0.0,0.9,36.666667,12,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,OVERALL,,0.5,0.285714,0.214286,21.56682,217,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,OVERALL,,0.8,0.543779,0.256221,41.129032,217,DEFINED
32,20260815,T_IB_REMAINING_HAZARD,OVERALL,,0.9,0.626728,0.273272,53.778802,217,DEFINED
32,20260815,D_OB,LEAD,0,0.5,0.304348,0.195652,2.265253,69,DEFINED
32,20260815,D_OB,LEAD,0,0.8,0.507246,0.292754,3.762408,69,DEFINED
32,20260815,D_OB,LEAD,0,0.9,,,,69,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_OB,LEAD,30,0.5,0.192469,0.307531,2.267251,239,DEFINED
32,20260815,D_OB,LEAD,30,0.8,0.297071,0.502929,3.764343,239,DEFINED
32,20260815,D_OB,LEAD,30,0.9,,,,239,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_OB,LEAD,60,0.5,0.172727,0.327273,2.263026,220,DEFINED
32,20260815,D_OB,LEAD,60,0.8,0.204545,0.595455,3.76605,220,DEFINED
32,20260815,D_OB,LEAD,60,0.9,,,,220,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_OB,LEAD,120,0.5,0.152778,0.347222,2.279095,72,DEFINED
32,20260815,D_OB,LEAD,120,0.8,0.152778,0.647222,3.81985,72,DEFINED
32,20260815,D_OB,LEAD,120,0.9,,,,72,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_OB,LEAD,180,0.5,0.0,0.5,2.32256,18,DEFINED
32,20260815,D_OB,LEAD,180,0.8,0.0,0.8,3.919746,18,DEFINED
32,20260815,D_OB,LEAD,180,0.9,,,,18,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_OB,LEAD,240,0.5,0.0,0.5,2.34289,12,DEFINED
32,20260815,D_OB,LEAD,240,0.8,0.0,0.8,3.891246,12,DEFINED
32,20260815,D_OB,LEAD,240,0.9,,,,12,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_OB,LEAD,300,0.5,0.0,0.5,2.310671,9,DEFINED
32,20260815,D_OB,LEAD,300,0.8,0.0,0.8,3.783157,9,DEFINED
32,20260815,D_OB,LEAD,300,0.9,,,,9,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_OB,OVERALL,,0.5,0.181534,0.318466,2.270505,639,DEFINED
32,20260815,D_OB,OVERALL,,0.8,0.253521,0.546479,3.778002,639,DEFINED
32,20260815,D_OB,OVERALL,,0.9,,,,639,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_TX,LEAD,0,0.5,0.425532,0.074468,2.293348,47,DEFINED
32,20260815,D_TX,LEAD,0,0.8,0.595745,0.204255,3.31056,47,DEFINED
32,20260815,D_TX,LEAD,0,0.9,,,,47,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_TX,LEAD,30,0.5,0.253472,0.246528,2.315457,288,DEFINED
32,20260815,D_TX,LEAD,30,0.8,0.368056,0.431944,3.352717,288,DEFINED
32,20260815,D_TX,LEAD,30,0.9,,,,288,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_TX,LEAD,60,0.5,0.189781,0.310219,2.376749,274,DEFINED
32,20260815,D_TX,LEAD,60,0.8,0.262774,0.537226,3.464681,274,DEFINED
32,20260815,D_TX,LEAD,60,0.9,,,,274,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_TX,LEAD,120,0.5,0.197279,0.302721,2.406078,147,DEFINED
32,20260815,D_TX,LEAD,120,0.8,0.258503,0.541497,3.516467,147,DEFINED
32,20260815,D_TX,LEAD,120,0.9,,,,147,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_TX,LEAD,180,0.5,0.272727,0.227273,2.331056,44,DEFINED
32,20260815,D_TX,LEAD,180,0.8,0.272727,0.527273,3.384171,44,DEFINED
32,20260815,D_TX,LEAD,180,0.9,,,,44,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_TX,LEAD,240,0.5,0.363636,0.136364,2.392588,33,DEFINED
32,20260815,D_TX,LEAD,240,0.8,0.363636,0.436364,3.49962,33,DEFINED
32,20260815,D_TX,LEAD,240,0.9,,,,33,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_TX,LEAD,300,0.5,0.368421,0.131579,2.511892,19,DEFINED
32,20260815,D_TX,LEAD,300,0.8,0.368421,0.431579,3.708627,19,DEFINED
32,20260815,D_TX,LEAD,300,0.9,,,,19,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260815,D_TX,OVERALL,,0.5,0.244693,0.255307,2.356351,895,DEFINED
32,20260815,D_TX,OVERALL,,0.8,0.32514,0.47486,3.428055,895,DEFINED
32,20260815,D_TX,OVERALL,,0.9,,,,895,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,T_IB_REMAINING_HAZARD,LEAD,0,0.5,0.346535,0.153465,19.60396,101,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,0,0.8,0.564356,0.235644,38.168317,101,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,0,0.9,0.673267,0.226733,49.306931,101,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,30,0.5,0.523077,0.023077,18.230769,65,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,30,0.8,0.861538,0.061538,37.615385,65,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,30,0.9,0.876923,0.023077,47.846154,65,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,60,0.5,0.0,0.5,23.589744,39,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,60,0.8,0.25641,0.54359,42.820513,39,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,60,0.9,0.410256,0.489744,51.153846,39,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,120,0.5,0.0,0.5,13.75,12,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,120,0.8,0.0,0.8,28.75,12,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,LEAD,120,0.9,0.0,0.9,38.75,12,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,OVERALL,,0.5,0.317972,0.182028,19.585253,217,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,OVERALL,,0.8,0.56682,0.23318,38.317972,217,DEFINED
32,20260816,T_IB_REMAINING_HAZARD,OVERALL,,0.9,0.64977,0.25023,48.617512,217,DEFINED
32,20260816,D_OB,LEAD,0,0.5,0.231884,0.268116,2.02591,69,DEFINED
32,20260816,D_OB,LEAD,0,0.8,0.434783,0.365217,3.446737,69,DEFINED
32,20260816,D_OB,LEAD,0,0.9,,,,69,NOT_DEFINED_FROZEN_QUANTILE_GRID
32,20260816,D_OB,LEAD,30,0.5,0.142259,0.357741,2.031089,239,DEFINED
